18770310	19562228	0.179
18770310	2423478840	0.0714
18770310	233238012	0.0357
18770310	17336372	0.0357
18770310	399265360	0.0357
18770310	21758143	0.0357
18770310	20045013	0.0357
18770310	158690018	0.0357
18770310	20155652	0.0357
18770310	144837110	0.0357
18770310	407786973	0.0357
18770310	250932400	0.0357
18770310	68151046	0.0357
18770310	522661225	0.0357
18770310	77006813	0.0357
18770310	89211580	0.0357
18770310	1436258888	0.0357
18770310	22140236	0.0357
18770310	113474316	0.0357
18770310	20374262	0.0357
18770310	17486629	0.0357
18770310	379975303	0.0357
18770310	258760435	0.0357
52433795	171749044	1
57624338	58308663	0.0365
57624338	17136419	0.0312
57624338	1265999616	0.026
57624338	807095	0.026
57624338	14293310	0.026
57624338	278077347	0.0208
57624338	997232294	0.0208
57624338	15163577	0.0208
57624338	180046891	0.0208
57624338	41702057	0.0156
57624338	17372204	0.0156
57624338	17004618	0.0156
57624338	20170550	0.0156
57624338	19190645	0.0156
57624338	304185486	0.0156
57624338	2589573097	0.0156
57624338	14173315	0.0156
57624338	337785530	0.0156
57624338	34113439	0.0156
57624338	18197817	0.0104
57624338	15492359	0.0104
57624338	51241574	0.0104
57624338	57265550	0.0104
57624338	92805849	0.0104
57624338	434670288	0.0104
57624338	14496886	0.0104
57624338	25146372	0.0104
57624338	20772763	0.0104
57624338	140543843	0.0104
57624338	12037732	0.0104
57624338	1357254643	0.0104
57624338	1211852089	0.0104
57624338	25092348	0.0104
57624338	19098792	0.0104
57624338	33480171	0.0104
57624338	273668513	0.0104
57624338	1020651097	0.0104
57624338	362139458	0.0104
57624338	18622869	0.0104
57624338	226320142	0.0104
57624338	18510860	0.0104
57624338	65666255	0.0104
57624338	45577446	0.0104
57624338	16673982	0.0104
57624338	117189136	0.0104
57624338	1655697836	0.00521
57624338	13784592	0.00521
57624338	1898665789	0.00521
57624338	16348549	0.00521
57624338	243291022	0.00521
57624338	1178700896	0.00521
57624338	599600844	0.00521
57624338	12133382	0.00521
57624338	54890077	0.00521
57624338	61492151	0.00521
57624338	37915447	0.00521
57624338	24060607	0.00521
57624338	435965051	0.00521
57624338	32523336	0.00521
57624338	33933259	0.00521
57624338	29450962	0.00521
57624338	73402979	0.00521
57624338	5392522	0.00521
57624338	13619472	0.00521
57624338	47438401	0.00521
57624338	1296065197	0.00521
57624338	20245775	0.00521
57624338	36683668	0.00521
57624338	2202445327	0.00521
57624338	62174471	0.00521
57624338	240761465	0.00521
57624338	131035262	0.00521
57624338	498173067	0.00521
57624338	44049753	0.00521
57624338	2743893587	0.00521
57624338	246532728	0.00521
57624338	2285686201	0.00521
57624338	1009732412	0.00521
57624338	2285723298	0.00521
57624338	357003773	0.00521
57624338	4970411	0.00521
57624338	339840959	0.00521
57624338	14819030	0.00521
57624338	1179619040	0.00521
57624338	2467791	0.00521
57624338	32636546	0.00521
57624338	428333	0.00521
57624338	2508157664	0.00521
57624338	18978610	0.00521
57624338	38219073	0.00521
57624338	164813208	0.00521
57624338	16955991	0.00521
57624338	600423571	0.00521
57624338	21221064	0.00521
57624338	328808312	0.00521
57624338	1673784578	0.00521
57624338	5741722	0.00521
57624338	21786618	0.00521
57624338	36623013	0.00521
57624338	774510134	0.00521
57624338	17137628	0.00521
57624338	884658332	0.00521
57624338	17994509	0.00521
57624338	28644174	0.00521
57624338	175414381	0.00521
57624338	32422915	0.00521
57624338	70504716	0.00521
57624338	16550480	0.00521
57624338	4207961	0.00521
57624338	59157393	0.00521
57624338	6107422	0.00521
1651101	332892197	0.294
1651101	79758892	0.176
